Query	Passage_Scores
query_28155	{'passage_4148207': 0.4897424832424664, 'passage_4148212': 0.3706050389836553, 'passage_4148213': 0.3338025913746163, 'passage_4148208': 0.32758146952877637, 'passage_4148210': 0.2866272715169314, 'passage_719994': 0.26244477804964517, 'passage_875171': 0.13417862081788176, 'passage_6323379': 0.10205121206768036, 'passage_6990600': 0.08367642035414137, 'passage_875170': 0.07886174165226481, 'passage_6990598': 0.07835593733308259, 'passage_875164': 0.07558339519795468, 'passage_6323377': 0.07189450750858253, 'passage_5831021': 0.07028716644177511, 'passage_875172': 0.06963270067420187, 'passage_6323380': 0.06832418619661884, 'passage_1679433': 0.06666007212688907, 'passage_1679431': 0.06631889874021311, 'passage_6990597': 0.06309668985322543, 'passage_3467969': 0.06307554898120735, 'passage_4026382': 0.05947952690841595, 'passage_2545916': 0.05919905893235364, 'passage_2754977': 0.05880808328137184, 'passage_6323384': 0.05788250079872093, 'passage_4394705': 0.05506992033439829, 'passage_6099132': 0.05482146072174191}
query_28162	{'passage_4148207': 0.38495392620740354, 'passage_4148212': 0.32155424087736884, 'passage_4148213': 0.31280404162811315, 'passage_719994': 0.29853096957794667, 'passage_4148208': 0.25977860210658177, 'passage_4148210': 0.24303799340151722, 'passage_875171': 0.11094504358482217, 'passage_6323379': 0.09270857673895007, 'passage_6990600': 0.07066143609521507, 'passage_6990598': 0.06653455475176373, 'passage_6323377': 0.06478933129787837, 'passage_875164': 0.06449958836020697, 'passage_875170': 0.06334149816241913, 'passage_6323380': 0.06253505973257255, 'passage_1679433': 0.05845665110641493, 'passage_4026382': 0.05836611654937136, 'passage_1679431': 0.058138790879477015, 'passage_2754977': 0.05801364607453227, 'passage_4026380': 0.057310277375843335, 'passage_6990597': 0.0567546754095452, 'passage_2545916': 0.055114305140833174, 'passage_3467969': 0.053237731353810554, 'passage_6323384': 0.05203129133771022, 'passage_6099132': 0.05141598227054793}
query_28168	{'passage_4148207': 0.38088474897822433, 'passage_4148212': 0.3019267779659836, 'passage_4148210': 0.291225263271297, 'passage_719994': 0.2679882200352216, 'passage_4148208': 0.26731284462893456, 'passage_4148213': 0.25516142772545763, 'passage_875171': 0.14182461007501027, 'passage_6323379': 0.10623589385210823, 'passage_875164': 0.0846951969237631, 'passage_6990600': 0.0816120293494365, 'passage_6990598': 0.08002480015978523, 'passage_875170': 0.0752857275729452, 'passage_6323377': 0.07291793359250459, 'passage_6990597': 0.07088635593848189, 'passage_1679433': 0.07037322689947018, 'passage_2754977': 0.06950727651829357, 'passage_1679431': 0.06767137007838864, 'passage_4026382': 0.06537265008631256, 'passage_1639026': 0.06428123037879323, 'passage_507741': 0.06371731662733034, 'passage_6099132': 0.06264828224314355, 'passage_3467969': 0.06210893751451911, 'passage_1588459': 0.061974510784675495}
query_28169	{'passage_4148207': 0.37149087671974607, 'passage_4148212': 0.33026572247869096, 'passage_4148210': 0.32654665340257455, 'passage_719994': 0.31757385696977136, 'passage_4148208': 0.31432906914090875, 'passage_4148213': 0.24921977398074457, 'passage_875171': 0.13891707249936555, 'passage_6323379': 0.1064078452454386, 'passage_6990600': 0.07352134642380559, 'passage_875164': 0.07279776344293024, 'passage_6323380': 0.07220043397849006, 'passage_875170': 0.07164649686150777, 'passage_1679433': 0.07144759645323191, 'passage_6323377': 0.07144701226469811, 'passage_1679431': 0.06921262206313551, 'passage_6990598': 0.06903684548564408, 'passage_2754977': 0.06558037331579693, 'passage_6990597': 0.06556597184058069, 'passage_4026382': 0.0632097546068174, 'passage_3494284': 0.06264596167661247, 'passage_2545916': 0.0614577771384002, 'passage_1639026': 0.06078035507624192}
query_28181	{'passage_4148207': 0.5949595229185456, 'passage_4148212': 0.5388322611412708, 'passage_4148208': 0.44577361444549257, 'passage_4148210': 0.3806884241533997, 'passage_719994': 0.3058923846424414, 'passage_4148213': 0.29926963229497283, 'passage_875171': 0.14199340497593724, 'passage_6323379': 0.09427127516560778, 'passage_875172': 0.08393879355531143, 'passage_6990600': 0.0820751412465937, 'passage_5831021': 0.08066886993646527, 'passage_875170': 0.07941301787710266, 'passage_6990598': 0.07881756809970852, 'passage_875164': 0.07784162199925981, 'passage_1679433': 0.07169722483302594, 'passage_1679431': 0.07107004686999141, 'passage_1639026': 0.06840840477932099, 'passage_6990597': 0.06687380204632891, 'passage_6323377': 0.06288374067473901, 'passage_3467969': 0.061764046513834894, 'passage_6323380': 0.06156002280317682, 'passage_1588463': 0.06012646686689514, 'passage_2545916': 0.059764674765651234}
query_28184	{'passage_4148212': 0.33662175186066395, 'passage_4148207': 0.27423817780760323, 'passage_719994': 0.2505286313908741, 'passage_4148213': 0.22679975320139378, 'passage_4148210': 0.2067608153422946, 'passage_4148208': 0.1994364639845232, 'passage_875171': 0.08659975609372755, 'passage_6323379': 0.07900911887649513, 'passage_6990600': 0.06968487175835518, 'passage_6990598': 0.06140504469480784, 'passage_6323377': 0.06089887071047732, 'passage_875170': 0.05867425819449454, 'passage_6323380': 0.05739275065458129, 'passage_875164': 0.05551729954316497, 'passage_1679431': 0.055068150362192286, 'passage_4026382': 0.054467524900938966, 'passage_1679433': 0.05345331291926459, 'passage_2545916': 0.053385663271412545, 'passage_4026380': 0.0525839858563022, 'passage_4394705': 0.05184254377525388, 'passage_2754977': 0.050985249528890476, 'passage_3467969': 0.05054992500000215, 'passage_6990597': 0.04917889163026233, 'passage_3427791': 0.04815496941402914}
query_28185	{'passage_4148212': 0.4210679330148862, 'passage_4148207': 0.3715205247503605, 'passage_719994': 0.3563830640166984, 'passage_4148208': 0.32119967106244296, 'passage_4148213': 0.2768034774951459, 'passage_4148210': 0.24581569255743338, 'passage_875171': 0.10771574021103891, 'passage_6323379': 0.08926074053263333, 'passage_6990600': 0.06752522126860003, 'passage_5831021': 0.0659506067287037, 'passage_6323380': 0.06586085040771349, 'passage_6323377': 0.0651135958903925, 'passage_875170': 0.06276806936504406, 'passage_1679431': 0.06229114523131437, 'passage_1679433': 0.06141953961209311, 'passage_6990598': 0.06057764410405773, 'passage_2545916': 0.06003723469800147, 'passage_4394705': 0.059619359822470824, 'passage_3427791': 0.05809896242491752, 'passage_4026382': 0.056905523377836914, 'passage_875164': 0.056748114645531846, 'passage_6845913': 0.056019761973136344}
query_28191	{'passage_4148207': 0.5300062370132601, 'passage_4148208': 0.3370170845463835, 'passage_4148212': 0.3299768449683812, 'passage_4148210': 0.3223940472453511, 'passage_4148213': 0.31956236680416283, 'passage_719994': 0.19706956150800148, 'passage_875171': 0.16019025278695612, 'passage_6323379': 0.10406658983971614, 'passage_875164': 0.10001300026078074, 'passage_875170': 0.0974789322157104, 'passage_6990598': 0.09590626543095743, 'passage_6990600': 0.0930656019143954, 'passage_1639026': 0.08597382009462666, 'passage_875172': 0.08258666796622498, 'passage_5831021': 0.07923633946006481, 'passage_6990597': 0.07302318590915736, 'passage_1588459': 0.07228004435916745, 'passage_1679433': 0.07128402281720507, 'passage_507741': 0.06986071442288644, 'passage_1679431': 0.06970677412499957, 'passage_6323377': 0.06857621953839761}
query_28199	{'passage_4148207': 0.46334759709229906, 'passage_4148213': 0.30822262780260695, 'passage_4148208': 0.2753751746883948, 'passage_4148212': 0.27429908380344725, 'passage_4148210': 0.2539437437879341, 'passage_719994': 0.16849233665676347, 'passage_875171': 0.1544074423319462, 'passage_6323379': 0.10894989986227255, 'passage_875164': 0.1050442952148707, 'passage_6990598': 0.09400411937715507, 'passage_5831021': 0.08483893663221681, 'passage_6990600': 0.08436658481474008, 'passage_1639026': 0.07783892925732716, 'passage_875172': 0.07757221089994107, 'passage_1588459': 0.0738166970997454, 'passage_4117263': 0.07229075806545046, 'passage_6990597': 0.07096964925094937, 'passage_507741': 0.07047178667583003, 'passage_6099132': 0.06841817550454883, 'passage_1679433': 0.06663899616534984, 'passage_671063': 0.06630649388709013}
query_28208	{'passage_4148207': 0.38088474897822433, 'passage_4148212': 0.3019267779659836, 'passage_4148210': 0.291225263271297, 'passage_719994': 0.2679882200352216, 'passage_4148208': 0.26731284462893456, 'passage_4148213': 0.25516142772545763, 'passage_875171': 0.14182461007501027, 'passage_6323379': 0.10623589385210823, 'passage_875164': 0.0846951969237631, 'passage_6990600': 0.0816120293494365, 'passage_6990598': 0.08002480015978523, 'passage_875170': 0.0752857275729452, 'passage_6323377': 0.07291793359250459, 'passage_6990597': 0.07088635593848189, 'passage_1679433': 0.07037322689947018, 'passage_2754977': 0.06950727651829357, 'passage_1679431': 0.06767137007838864, 'passage_4026382': 0.06537265008631256, 'passage_1639026': 0.06428123037879323, 'passage_507741': 0.06371731662733034, 'passage_6099132': 0.06264828224314355, 'passage_3467969': 0.06210893751451911, 'passage_1588459': 0.061974510784675495}
query_28212	{'passage_4148207': 0.4013354294572707, 'passage_4148210': 0.36509047899016533, 'passage_4148212': 0.3076873192282395, 'passage_4148208': 0.28392859915078855, 'passage_719994': 0.2696938777669796, 'passage_4148213': 0.2445922439539305, 'passage_875171': 0.12498295538043865, 'passage_6323379': 0.08592185749427286, 'passage_875164': 0.08225306708075109, 'passage_6990600': 0.0800772106708138, 'passage_6990598': 0.0784911978646025, 'passage_875172': 0.07554262109939347, 'passage_5831021': 0.07321180472229266, 'passage_6990597': 0.07134841658992663, 'passage_875170': 0.06929322595483511, 'passage_1639026': 0.06841430973093904, 'passage_1679431': 0.06703563748282568, 'passage_1679433': 0.06553859286628513, 'passage_3467969': 0.061559466240056544, 'passage_6099132': 0.059344291127240954, 'passage_4026382': 0.059115648885938954, 'passage_1588459': 0.05894456789923138, 'passage_3467971': 0.0585589499814142, 'passage_507741': 0.05825187272662883}
query_28216	{'passage_719994': 0.320925446912452, 'passage_4148207': 0.3195062317222692, 'passage_4148212': 0.30343008116327863, 'passage_4148210': 0.2720171161763597, 'passage_4148208': 0.25000640760103854, 'passage_4148213': 0.23952387424202606, 'passage_875171': 0.10379134116222305, 'passage_6323379': 0.08068183636211838, 'passage_6990600': 0.07141596179363699, 'passage_6990598': 0.0640428294198486, 'passage_1679431': 0.06373292775344257, 'passage_4026382': 0.06270146280456756, 'passage_875164': 0.0613197964281016, 'passage_1679433': 0.060653822211653476, 'passage_4026380': 0.06037247780726327, 'passage_2754977': 0.060166645796077035, 'passage_6323377': 0.06012461205302754, 'passage_875170': 0.05955868987976368, 'passage_6323380': 0.059389162308061225, 'passage_6990597': 0.05829581952471377, 'passage_3467969': 0.05772381094757584, 'passage_1639026': 0.05646124519014651, 'passage_2545916': 0.05516237711108545, 'passage_6845913': 0.05442472331785459}
query_28218	{'passage_719994': 0.29694408338996686, 'passage_4148210': 0.24389677151395783, 'passage_4148212': 0.23890728056173605, 'passage_4148207': 0.23548513940520022, 'passage_4148208': 0.19978070484812047, 'passage_4148213': 0.18217837398152723, 'passage_875171': 0.08819528763521209, 'passage_6323379': 0.06918785155504023, 'passage_6990600': 0.06505804698741537, 'passage_1679431': 0.06086267473235603, 'passage_4026382': 0.060525907478585945, 'passage_4026380': 0.0583751950814287, 'passage_3467971': 0.05758851181967903, 'passage_2754977': 0.05711544184702854, 'passage_6990598': 0.05682726435441061, 'passage_6845913': 0.05656123754141947}
query_28232	{'passage_4148207': 0.3532574689309944, 'passage_4148212': 0.31572193302029644, 'passage_4148213': 0.297015367608072, 'passage_719994': 0.270645901112925, 'passage_4148208': 0.25662186626464567, 'passage_4148210': 0.22685090480386705, 'passage_875171': 0.10488415665746777, 'passage_6323379': 0.08946308717733158, 'passage_6990600': 0.07157170445744741, 'passage_6323377': 0.06627452184552703, 'passage_6990598': 0.06564524188384784, 'passage_875170': 0.06548015769872124, 'passage_6323380': 0.06384240853300513, 'passage_875164': 0.062120741405142295, 'passage_4026382': 0.05917213322273358, 'passage_1679431': 0.05785147311888139, 'passage_1679433': 0.05710199904810347, 'passage_4026380': 0.056965918972696525, 'passage_2754977': 0.055349428843844105, 'passage_3467969': 0.05495723970722483, 'passage_2545916': 0.05475434859228005, 'passage_6990597': 0.05392609579519332, 'passage_4394705': 0.0533892947657547, 'passage_6323384': 0.05239818897525348, 'passage_6845913': 0.05048076251608634}
query_28234	{'passage_719994': 0.2560845278352317, 'passage_4148212': 0.2500806561339752, 'passage_4148207': 0.24997440236379326, 'passage_4148210': 0.22483513815889627, 'passage_4148213': 0.21036297065141057, 'passage_4148208': 0.2071544805605553, 'passage_875171': 0.0909727794559405, 'passage_6323379': 0.0754148071093008, 'passage_6990600': 0.06721632838585123, 'passage_1679431': 0.05903207474951893, 'passage_6990598': 0.05870465652558362, 'passage_875170': 0.05815347455491673, 'passage_4026382': 0.05793663290944854, 'passage_6323377': 0.05791786742145745, 'passage_6323380': 0.05777648133392435, 'passage_4394705': 0.05564355638821081, 'passage_4026380': 0.05552720116387251, 'passage_3467971': 0.05543904008334699, 'passage_875164': 0.05458421606259642, 'passage_1679433': 0.054452234126852135, 'passage_3467969': 0.054018171247980085, 'passage_1639026': 0.05384650856729257, 'passage_2754977': 0.053370071945075585, 'passage_6845913': 0.05237649159509794}
query_28239	{'passage_4148207': 0.46334759709229906, 'passage_4148213': 0.30822262780260695, 'passage_4148208': 0.2753751746883948, 'passage_4148212': 0.27429908380344725, 'passage_4148210': 0.2539437437879341, 'passage_719994': 0.16849233665676347, 'passage_875171': 0.1544074423319462, 'passage_6323379': 0.10894989986227255, 'passage_875164': 0.1050442952148707, 'passage_6990598': 0.09400411937715507, 'passage_5831021': 0.08483893663221681, 'passage_6990600': 0.08436658481474008, 'passage_1639026': 0.07783892925732716, 'passage_875172': 0.07757221089994107, 'passage_1588459': 0.0738166970997454, 'passage_4117263': 0.07229075806545046, 'passage_6990597': 0.07096964925094937, 'passage_507741': 0.07047178667583003, 'passage_6099132': 0.06841817550454883, 'passage_1679433': 0.06663899616534984, 'passage_671063': 0.06630649388709013}
query_28240	{'passage_4148207': 0.4017884707629813, 'passage_4148213': 0.36662586334939407, 'passage_4148212': 0.29882554532041583, 'passage_4148208': 0.2574476716865643, 'passage_719994': 0.25140926431409527, 'passage_4148210': 0.20754646393621923, 'passage_875171': 0.1151133600399618, 'passage_6323379': 0.1013626953440643, 'passage_5831021': 0.06982195526104003, 'passage_6990600': 0.06963813903234503, 'passage_6323377': 0.06927919838362602, 'passage_6990598': 0.0687089176943177, 'passage_875164': 0.06812063748035513, 'passage_875170': 0.065693191485446, 'passage_6323380': 0.06538974765137387, 'passage_4026382': 0.05810339870765875, 'passage_1679433': 0.05781401984795202, 'passage_2754977': 0.057645251378276106, 'passage_6099132': 0.05672426787128632, 'passage_6323384': 0.056397546071915286, 'passage_6990597': 0.056193524506857946, 'passage_1679431': 0.05526402695097661, 'passage_2545916': 0.053896066511894096, 'passage_3467969': 0.05132892884295493, 'passage_5831027': 0.05091943589465385}
query_28250	{'passage_4148210': 0.31634334195105285, 'passage_4148207': 0.3068196663671677, 'passage_719994': 0.30410224045801576, 'passage_4148212': 0.2827149015958017, 'passage_4148208': 0.242272730049636, 'passage_4148213': 0.19998991059473858, 'passage_875171': 0.1232686332422348, 'passage_6323379': 0.08883888327042729, 'passage_6990600': 0.07864156818127561, 'passage_875164': 0.072229488651201, 'passage_6990598': 0.0720471385633992, 'passage_1679431': 0.07052199305699945, 'passage_1679433': 0.06882177521502442, 'passage_6990597': 0.06847909899193105, 'passage_2754977': 0.06824402972636621, 'passage_875170': 0.06713065514319966, 'passage_4026382': 0.06505162559158185, 'passage_6323377': 0.06455658381914357, 'passage_6323380': 0.06424701219021718, 'passage_3467969': 0.0637476163969696, 'passage_3467971': 0.06325924825308646, 'passage_4026380': 0.06085979221623306, 'passage_1639026': 0.06044218917193238}
